yr,mo,mag
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,1
1993,5,1
1993,5,1
1993,5,2
1993,5,4
1993,5,0
1993,5,1
1993,5,1
1993,5,1
1993,5,1
1993,5,1
1993,5,1
1993,5,1
1993,5,2
1993,5,1
1993,5,1
1993,5,1
1993,5,2
1993,5,2
1993,5,3
1993,5,0
1993,5,0
1993,5,0
1993,5,1
1993,5,1
1993,5,2
1993,5,2
1993,5,2
1993,5,2
1993,5,3
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,1
1993,5,1
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,1
1993,5,1
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,1
1993,5,1
1993,5,1
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,1
1993,5,1
1993,5,1
1993,5,1
1993,5,2
1993,5,1
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,1
1993,5,2
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,1
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,1
1993,5,1
1993,5,1
1993,5,1
1993,5,0
1993,5,1
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,5,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,1
1993,6,1
1993,6,0
1993,6,1
1993,6,0
1993,6,1
1993,6,1
1993,6,0
1993,6,0
1993,6,1
1993,6,1
1993,6,0
1993,6,0
1993,6,1
1993,6,0
1993,6,1
1993,6,0
1993,6,0
1993,6,1
1993,6,0
1993,6,1
1993,6,0
1993,6,0
1993,6,2
1993,6,3
1993,6,3
1993,6,3
1993,6,0
1993,6,0
1993,6,0
1993,6,1
1993,6,1
1993,6,2
1993,6,0
1993,6,0
1993,6,0
1993,6,1
1993,6,1
1993,6,1
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,1
1993,6,1
1993,6,1
1993,6,1
1993,6,1
1993,6,1
1993,6,2
1993,6,2
1993,6,2
1993,6,2
1993,6,2
1993,6,2
1993,6,2
1993,6,3
1993,6,3
1993,6,3
1993,6,3
1993,6,4
1993,6,4
1993,6,0
1993,6,0
1993,6,0
1993,6,1
1993,6,1
1993,6,2
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,1
1993,6,0
1993,6,0
1993,6,1
1993,6,1
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,1
1993,6,0
1993,6,0
1993,6,1
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,3
1993,6,1
1993,6,1
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,1
1993,6,1
1993,6,2
1993,6,1
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,1
1993,6,1
1993,6,1
1993,6,0
1993,6,1
1993,6,1
1993,6,0
1993,6,0
1993,6,0
1993,6,1
1993,6,1
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,1
1993,6,1
1993,6,1
1993,6,1
1993,6,0
1993,6,1
1993,6,2
1993,6,0
1993,6,1
1993,6,1
1993,6,0
1993,6,1
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,1
1993,6,0
1993,6,1
1993,6,0
1993,6,0
1993,6,1
1993,6,1
1993,6,0
1993,6,1
1993,6,0
1993,6,0
1993,6,0
1993,6,1
1993,6,3
1993,6,3
1993,6,0
1993,6,1
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,1
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,1
1993,6,1
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,1
1993,6,1
1993,6,1
1993,6,0
1993,6,0
1993,6,0
1993,6,1
1993,6,2
1993,6,0
1993,6,0
1993,6,0
1993,6,1
1993,6,0
1993,6,0
1993,6,0
1993,6,1
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,1
1993,6,1
1993,6,0
1993,6,1
1993,6,1
1993,6,1
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,1
1993,6,1
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,1
1993,6,1
1993,6,2
1993,6,0
1993,6,1
1993,6,2
1993,6,3
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,1
1993,6,1
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,0
1993,6,2
1993,6,1
1993,6,1
1993,6,1
1993,6,1
1993,6,1
1993,6,1
1993,6,1
1993,6,1
1993,6,1
1993,6,1
1993,6,2
1993,6,2
1993,6,3
1993,6,0
1993,6,0
1993,7,1
1993,7,1
1993,7,0
1993,7,1
1993,7,1
1993,7,1
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,1
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,1
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,1
1993,7,1
1993,7,0
1993,7,0
1993,7,1
1993,7,0
1993,7,0
1993,7,0
1993,7,1
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,1
1993,7,0
1993,7,0
1993,7,1
1993,7,1
1993,7,0
1993,7,1
1993,7,0
1993,7,1
1993,7,1
1993,7,1
1993,7,0
1993,7,3
1993,7,0
1993,7,1
1993,7,2
1993,7,1
1993,7,0
1993,7,0
1993,7,1
1993,7,0
1993,7,1
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,1
1993,7,1
1993,7,1
1993,7,2
1993,7,1
1993,7,0
1993,7,0
1993,7,1
1993,7,1
1993,7,1
1993,7,0
1993,7,1
1993,7,1
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,1
1993,7,1
1993,7,1
1993,7,0
1993,7,0
1993,7,0
1993,7,2
1993,7,0
1993,7,0
1993,7,0
1993,7,1
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,2
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,1
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,1
1993,7,0
1993,7,0
1993,7,1
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,3
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,1
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,1
1993,7,0
1993,7,0
1993,7,0
1993,7,1
1993,7,0
1993,7,1
1993,7,1
1993,7,2
1993,7,0
1993,7,0
1993,7,0
1993,7,1
1993,7,2
1993,7,2
1993,7,3
1993,7,0
1993,7,2
1993,7,0
1993,7,1
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,1
1993,7,1
1993,7,1
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,7,0
1993,8,0
1993,8,1
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,1
1993,8,1
1993,8,1
1993,8,1
1993,8,0
1993,8,0
1993,8,1
1993,8,1
1993,8,1
1993,8,1
1993,8,1
1993,8,1
1993,8,1
1993,8,1
1993,8,1
1993,8,1
1993,8,1
1993,8,1
1993,8,2
1993,8,2
1993,8,3
1993,8,4
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,1
1993,8,2
1993,8,0
1993,8,0
1993,8,0
1993,8,1
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,3
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,1
1993,8,2
1993,8,0
1993,8,0
1993,8,0
1993,8,1
1993,8,1
1993,8,0
1993,8,0
1993,8,0
1993,8,1
1993,8,0
1993,8,0
1993,8,1
1993,8,0
1993,8,0
1993,8,2
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,1
1993,8,0
1993,8,1
1993,8,0
1993,8,0
1993,8,0
1993,8,1
1993,8,0
1993,8,1
1993,8,1
1993,8,1
1993,8,1
1993,8,0
1993,8,0
1993,8,0
1993,8,0
1993,8,1
1993,8,0
1993,8,1
1993,8,1
1993,9,1
1993,9,0
1993,9,0
1993,9,0
1993,9,1
1993,9,1
1993,9,2
1993,9,1
1993,9,0
1993,9,0
1993,9,0
1993,9,1
1993,9,0
1993,9,0
1993,9,1
1993,9,0
1993,9,0
1993,9,0
1993,9,0
1993,9,0
1993,9,1
1993,9,1
1993,9,0
1993,9,0
1993,9,1
1993,9,0
1993,9,0
1993,9,0
1993,9,0
1993,9,1
1993,9,1
1993,9,1
1993,9,1
1993,9,1
1993,9,2
1993,9,2
1993,9,1
1993,9,1
1993,9,2
1993,9,0
1993,9,1
1993,9,0
1993,9,0
1993,9,0
1993,9,0
1993,9,0
1993,9,0
1993,9,0
1993,9,0
1993,9,0
1993,9,0
1993,9,2
1993,9,0
1993,9,1
1993,9,2
1993,9,1
1993,9,1
1993,9,1
1993,9,1
1993,9,1
1993,9,1
1993,9,0
1993,9,1
1993,9,2
1993,9,0
1993,10,0
1993,10,0
1993,10,1
1993,10,2
1993,10,1
1993,10,1
1993,10,2
1993,10,2
1993,10,2
1993,10,1
1993,10,0
1993,10,0
1993,10,0
1993,10,1
1993,10,1
1993,10,1
1993,10,2
1993,10,0
1993,10,0
1993,10,0
1993,10,0
1993,10,0
1993,10,1
1993,10,1
1993,10,0
1993,10,0
1993,10,0
1993,10,0
1993,10,0
1993,10,1
1993,10,1
1993,10,2
1993,10,2
1993,10,0
1993,10,0
1993,10,1
1993,10,1
1993,10,1
1993,10,0
1993,10,0
1993,10,0
1993,10,0
1993,10,0
1993,10,0
1993,10,0
1993,10,0
1993,10,0
1993,10,0
1993,10,0
1993,10,0
1993,10,0
1993,10,1
1993,10,1
1993,10,1
1993,10,2
1993,11,0
1993,11,0
1993,11,0
1993,11,2
1993,11,2
1993,11,0
1993,11,1
1993,11,0
1993,11,0
1993,11,1
1993,11,0
1993,11,0
1993,11,0
1993,11,0
1993,11,0
1993,11,0
1993,11,1
1993,11,1
1993,11,0
1993,12,1
1993,12,0
1993,12,0
1993,12,0
1993,12,2
1993,12,1
1994,1,0
1994,1,0
1994,1,0
1994,1,0
1994,1,0
1994,1,0
1994,1,1
1994,1,0
1994,1,0
1994,1,1
1994,1,1
1994,1,2
1994,1,0
1994,2,0
1994,2,0
1994,2,0
1994,2,2
1994,2,0
1994,2,2
1994,2,0
1994,2,0
1994,2,1
1994,3,0
1994,3,0
1994,3,0
1994,3,0
1994,3,0
1994,3,1
1994,3,0
1994,3,0
1994,3,0
1994,3,0
1994,3,2
1994,3,1
1994,3,1
1994,3,0
1994,3,1
1994,3,0
1994,3,0
1994,3,1
1994,3,0
1994,3,0
1994,3,0
1994,3,1
1994,3,1
1994,3,0
1994,3,0
1994,3,0
1994,3,0
1994,3,1
1994,3,2
1994,3,2
1994,3,3
1994,3,4
1994,3,0
1994,3,0
1994,3,0
1994,3,0
1994,3,0
1994,3,1
1994,3,1
1994,3,1
1994,3,2
1994,3,3
1994,3,3
1994,3,3
1994,3,3
1994,3,3
1994,3,4
1994,3,0
1994,3,0
1994,3,0
1994,3,1
1994,3,1
1994,3,2
1994,3,3
1994,3,0
1994,3,0
1994,3,0
1994,3,0
1994,4,0
1994,4,0
1994,4,2
1994,4,1
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,2
1994,4,2
1994,4,0
1994,4,1
1994,4,0
1994,4,1
1994,4,1
1994,4,0
1994,4,0
1994,4,2
1994,4,1
1994,4,1
1994,4,2
1994,4,1
1994,4,1
1994,4,0
1994,4,1
1994,4,3
1994,4,0
1994,4,0
1994,4,1
1994,4,0
1994,4,0
1994,4,1
1994,4,1
1994,4,1
1994,4,1
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,1
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,1
1994,4,1
1994,4,1
1994,4,0
1994,4,0
1994,4,1
1994,4,2
1994,4,3
1994,4,0
1994,4,0
1994,4,0
1994,4,2
1994,4,1
1994,4,1
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,2
1994,4,2
1994,4,0
1994,4,1
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,1
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,1
1994,4,1
1994,4,0
1994,4,1
1994,4,1
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,2
1994,4,4
1994,4,0
1994,4,0
1994,4,1
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,1
1994,4,1
1994,4,1
1994,4,2
1994,4,0
1994,4,1
1994,4,2
1994,4,4
1994,4,2
1994,4,0
1994,4,0
1994,4,0
1994,4,1
1994,4,1
1994,4,1
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,1
1994,4,1
1994,4,1
1994,4,1
1994,4,1
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,1
1994,4,1
1994,4,2
1994,4,2
1994,4,2
1994,4,2
1994,4,1
1994,4,1
1994,4,2
1994,4,2
1994,4,1
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,1
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,1
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,0
1994,4,1
1994,4,2
1994,4,0
1994,4,1
1994,4,1
1994,4,1
1994,4,1
1994,4,2
1994,5,0
1994,5,1
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,1
1994,5,0
1994,5,0
1994,5,0
1994,5,1
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,1
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,1
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,1
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,2
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,1
1994,5,1
1994,5,1
1994,5,1
1994,5,2
1994,5,2
1994,5,3
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,1
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,1
1994,5,1
1994,5,0
1994,5,0
1994,5,0
1994,5,1
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,1
1994,5,0
1994,5,0
1994,5,0
1994,5,1
1994,5,0
1994,5,1
1994,5,0
1994,5,1
1994,5,1
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,0
1994,5,1
1994,5,1
1994,5,1
1994,5,1
1994,5,3
1994,5,3
1994,5,0
1994,5,0
1994,5,1
1994,5,2
1994,5,0
1994,6,0
1994,6,0
1994,6,3
1994,6,0
1994,6,1
1994,6,1
1994,6,1
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,1
1994,6,1
1994,6,1
1994,6,1
1994,6,1
1994,6,1
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,1
1994,6,1
1994,6,2
1994,6,0
1994,6,0
1994,6,0
1994,6,1
1994,6,2
1994,6,2
1994,6,2
1994,6,0
1994,6,1
1994,6,1
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,2
1994,6,0
1994,6,0
1994,6,1
1994,6,0
1994,6,1
1994,6,1
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,1
1994,6,0
1994,6,0
1994,6,0
1994,6,1
1994,6,1
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,1
1994,6,0
1994,6,0
1994,6,0
1994,6,2
1994,6,2
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,1
1994,6,1
1994,6,1
1994,6,0
1994,6,1
1994,6,0
1994,6,2
1994,6,1
1994,6,2
1994,6,0
1994,6,0
1994,6,1
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,1
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,1
1994,6,3
1994,6,1
1994,6,1
1994,6,1
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,1
1994,6,0
1994,6,0
1994,6,0
1994,6,1
1994,6,1
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,1
1994,6,0
1994,6,2
1994,6,0
1994,6,1
1994,6,2
1994,6,3
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,1
1994,6,1
1994,6,1
1994,6,2
1994,6,0
1994,6,0
1994,6,1
1994,6,1
1994,6,1
1994,6,0
1994,6,0
1994,6,0
1994,6,1
1994,6,0
1994,6,0
1994,6,1
1994,6,2
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,1
1994,6,1
1994,6,1
1994,6,2
1994,6,2
1994,6,3
1994,6,1
1994,6,0
1994,6,0
1994,6,1
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,1
1994,6,1
1994,6,1
1994,6,1
1994,6,1
1994,6,2
1994,6,2
1994,6,0
1994,6,1
1994,6,1
1994,6,1
1994,6,1
1994,6,0
1994,6,1
1994,6,1
1994,6,0
1994,6,0
1994,6,1
1994,6,1
1994,6,0
1994,6,1
1994,6,1
1994,6,1
1994,6,0
1994,6,0
1994,6,0
1994,6,1
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,0
1994,6,1
1994,6,1
1994,6,0
1994,7,0
1994,7,0
1994,7,1
1994,7,0
1994,7,0
1994,7,0
1994,7,1
1994,7,1
1994,7,0
1994,7,0
1994,7,1
1994,7,2
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,1
1994,7,0
1994,7,2
1994,7,0
1994,7,1
1994,7,0
1994,7,0
1994,7,0
1994,7,1
1994,7,1
1994,7,2
1994,7,3
1994,7,1
1994,7,1
1994,7,2
1994,7,4
1994,7,0
1994,7,0
1994,7,1
1994,7,1
1994,7,0
1994,7,1
1994,7,2
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,1
1994,7,0
1994,7,0
1994,7,0
1994,7,2
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,1
1994,7,1
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,1
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,1
1994,7,0
1994,7,1
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,1
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,1
1994,7,1
1994,7,1
1994,7,1
1994,7,2
1994,7,3
1994,7,1
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,1
1994,7,1
1994,7,0
1994,7,0
1994,7,1
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,0
1994,7,1
1994,7,1
1994,7,1
1994,7,1
1994,7,1
1994,7,2
1994,7,2
1994,7,2
1994,7,2
1994,7,1
1994,7,3
1994,7,3
1994,7,0
1994,7,0
1994,7,0
1994,7,1
1994,7,1
1994,7,2
1994,7,0
1994,7,1
1994,7,0
1994,7,1
1994,7,0
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,1
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,3
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,1
1994,8,1
1994,8,1
1994,8,1
1994,8,2
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,1
1994,8,0
1994,8,0
1994,8,0
1994,8,1
1994,8,0
1994,8,0
1994,8,1
1994,8,2
1994,8,0
1994,8,0
1994,8,0
1994,8,1
1994,8,2
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,1
1994,8,1
1994,8,1
1994,8,1
1994,8,1
1994,8,1
1994,8,1
1994,8,2
1994,8,2
1994,8,2
1994,8,2
1994,8,2
1994,8,3
1994,8,3
1994,8,3
1994,8,0
1994,8,0
1994,8,1
1994,8,1
1994,8,1
1994,8,1
1994,8,2
1994,8,2
1994,8,0
1994,8,1
1994,8,0
1994,8,1
1994,8,1
1994,8,1
1994,8,1
1994,8,0
1994,8,1
1994,8,0
1994,8,1
1994,8,1
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,0
1994,8,1
1994,8,1
1994,8,1
1994,8,1
1994,8,2
1994,8,2
1994,8,3
1994,8,3
1994,8,0
1994,8,0
1994,8,1
1994,8,1
1994,8,0
1994,8,0
1994,8,0
1994,9,0
1994,9,0
1994,9,0
1994,9,0
1994,9,0
1994,9,0
1994,9,0
1994,9,0
1994,9,0
1994,9,0
1994,9,0
1994,9,0
1994,9,1
1994,9,0
1994,9,0
1994,9,0
1994,9,1
1994,9,1
1994,9,0
1994,9,0
1994,9,0
1994,9,1
1994,9,0
1994,9,0
1994,9,0
1994,9,0
1994,9,0
1994,9,1
1994,9,2
1994,9,1
1994,10,0
1994,10,0
1994,10,1
1994,10,1
1994,10,2
1994,10,0
1994,10,0
1994,10,0
1994,10,1
1994,10,2
1994,10,1
1994,10,1
1994,10,0
1994,10,0
1994,10,0
1994,10,0
1994,10,1
1994,10,1
1994,10,0
1994,10,1
1994,10,0
1994,10,0
1994,10,0
1994,10,0
1994,10,0
1994,10,0
1994,10,0
1994,10,0
1994,10,0
1994,10,0
1994,10,1
1994,10,1
1994,10,2
1994,10,0
1994,10,0
1994,10,1
1994,10,0
1994,10,0
1994,10,0
1994,10,0
1994,10,0
1994,10,0
1994,10,0
1994,10,0
1994,10,0
1994,10,0
1994,10,0
1994,10,0
1994,10,0
1994,10,0
1994,10,0
1994,11,0
1994,11,0
1994,11,1
1994,11,1
1994,11,1
1994,11,0
1994,11,0
1994,11,0
1994,11,0
1994,11,1
1994,11,1
1994,11,1
1994,11,2
1994,11,2
1994,11,0
1994,11,0
1994,11,0
1994,11,1
1994,11,1
1994,11,2
1994,11,0
1994,11,0
1994,11,0
1994,11,1
1994,11,1
1994,11,1
1994,11,1
1994,11,1
1994,11,1
